specname,classification,spectral_type,forb_visual_comments,halpha_profile_comments,l6300,l6363,l6548,l6584,l6717,l6732,lamost_design_id,_RAJ2000,_DEJ2000,subclass,snru,snrg,snrr,snri,snrz,2MASS,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,AllWISE,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,qph,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,objID_panstarrs,Av,Av_lower,Av_upper,n(J-K),n(K-W2),(J-H)_0,(H-K)_0,(W1-W2)_0,(W2-W3)_0,e_(J-H)_0,e_(H-K)_0,(BP-RP)_0,abs_Vmag,abs_Vmag_u,abs_Vmag_l,e_absV_u,e_absV_l,Name_our,Name_unique,source_id,ra,ra_error,dec,dec_error,parallax_x,parallax_error_x,parallax_over_error,pm,pmra,pmra_error_x,pmdec_x,pmdec_error_x,ruwe,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,(B-V)_0,
spec-57030-GAC088N22B2_sp05-086.fits.gz,Ae,A0,no forb; noisy; ha eia; other unidentified lines present,Symmetric Double Peak; peak below continuum,maybe,no,maybe,maybe,maybe,no,LAMOST J055238.17+211657.1,88.159068,21.28254,A1IV,1.29,10,10.26,5.94,5.06,05523817+2116571,14.317,14.107,13.996,0.027,0.04,0.044,AAA,222,0,J055238.16+211657.1,13.873,13.913,12.111,8.706,0.028,0.041,,,AAUU,,,,,,,1.3353088159042E+017,1.20355807355642,1.11549937630892,1.2605839411974,-2.379879894696,-2.8060187164161,0.07520149576168,0.047211422101512,-0.040000000000001,1.802,0.048259714048055,0.059464274989274,,,,,,,LEMC 3078,LEMC 3078,3.42393848374113E+018,88.15907564966,0.0401,21.282553708,0.0327,0.201,0.0462,4.3485,0.666,0.187,0.048,0.639,0.033,1.324,false,15.391978,15.679215,14.90432,1.216,0.774895,0.002825,0.004703,0.004322,3889.5603,3293.6865,4723.4263,3788.1885,3207.4248,4560.4434,,
spec-57394-GAC089N11M1_sp01-172.fits.gz,Ae*,A0," no forb, noisy, small e in ha",Single Peak; peak below continuum,yes,maybe,no,no,no,no,LAMOST J055641.08+095555.4,89.17119,9.932082,A2IV,2.97,18.55,22.23,25.82,14.8,05564110+0955555,16.034,15.881,16.193,0.066,0.125,,ABU,220,0,,,,,,,,,,,,,,,,,1.19910891712099E+017,1.04135198693275,1.04135198693275,1.04135198693275,-3.12436242774852,,0.036368577463536,-0.367191655307435,,,0.141354165131417,,,,,,,,LEMC 2490,LEMC 2490,3.33574654870018E+018,89.17120052639,0.0702,9.93207125337,0.0616,0.2165,0.0734,2.9498,0.553,0.543,0.1,-0.106,0.074,1.008,false,17.109032,17.366203,16.680592,1.197,0.685612,0.002922,0.007559,0.007002,3748.1948,2901.0225,5159.959,5010.792,4302.7515,5978.081,,
spec-57397-GAC092N15M1_sp10-046.fits.gz,Ae*,A0,no forb; noisy,Single Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J060237.43+144309.4,90.655994,14.71928,A2V,2.27,17.09,34.02,50.83,37.47,06023743+1443093,15.38,15.148,15.015,0.048,0.071,0.128,AAB,222,0,,,,,,,,,,,,,,,,,1.25660906559984E+017,2.19231986932755,2.16473458743095,2.19231986932755,-2.59376812975625,,-0.013539825364685,0.016807046925639,,,0.085702975444263,0.146372811683045,,,,,,,LEMC 2579,LEMC 2579,3.34544376451951E+018,90.6560048217,0.0755,14.71929608223,0.0653,0.0018,0.077,0.0227,1.271,0.726,0.094,-1.043,0.068,0.999,false,16.91804,17.43598,16.219616,1.251,1.216364,0.002875,0.00982,0.005998,6859.011,5045.4614,8997.391,5150.779,4210.9263,6096.056,,
spec-57090-GAC090N18B1_sp15-068.fits.gz,Ae*-onlynir,A0,no forb,Single Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J055614.40+194017.6,89.06001,19.671557,A2V,3.99,32.91,81.32,135.99,115.41,05561439+1940177,13.019,12.188,11.872,0.026,0.023,0.02,AAA,222,0,J055614.40+194017.6,11.515,11.314,10.946,8.592,0.024,0.021,0.137,,AABU,,,,,,,1.31600890599886E+017,1.86347201960087,1.60285969238281,1.91827996733189,-1.20906106491264,-2.29157458297335,0.622291133804704,0.217235982961153,0.201,0.368,0.03471310991542,0.030479501308256,,,,,,,LEMC 1817,LEMC 1817,3.39877038340807E+018,89.06000994042,0.0325,19.67157081122,0.0289,0.2196,0.0401,5.4827,0.544,0.4,0.041,-0.369,0.029,0.985,false,15.535059,16.474384,14.559539,1.339,1.914846,0.003078,0.007149,0.00569,3681.5366,3202.2888,4139.025,4079.0596,3434.4153,4781.8975,,
spec-56322-GAC089N24V2_sp03-081.fits.gz,Ae**,A0," no, strong ha, noisy, wavy contin",Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J055047.50+235938.2,87.697927,23.993959,A2V,4.87,16.15,31.78,63.73,61.79,05504750+2359382,12.206,11.637,11.403,0.022,0.023,0.019,AAA,222,0,J055047.51+235938.1,11.188,11.101,10.844,8.806,0.023,0.02,0.116,,AABU,0.966,0.087,14.722,0.065,15.688,0.058,,,,,,,,,0.087,0.256999999999998,0.031827660925679,0.029832867780353,,,,,,,LEMC 2645_1,LEMC 2645,3.42771217944681E+018,87.69786789681,0.3682,23.99401142256,0.3166,0.2299,0.0726,3.1677,0.486,-0.154,0.301,-0.461,0.25,1.244,false,15.188267,,,,,0.003293,,,3897.891,3081.7766,5160.27,,,,,
spec-57300-GAC073N44B1_sp07-070.fits.gz,HAe,A0,no forb; strong ha,Single Peak; peak above continuum,maybe,no,no,no,no,no,LAMOST J050303.79+422144.6,75.765833,42.362389,A2V,3.93,23.91,36.4,42.24,38.42,05030379+4221446,13.61,12.744,11.917,0.03,0.037,0.026,AAA,222,0,J050303.80+422144.3,11.068,10.47,6.919,4.555,0.023,0.021,0.018,0.028,AAAA,0.631,0.2,15.655,0.087,16.286,0.179,1.58830757658106E+017,1.17837193793058,0.739907947731018,1.17837193793058,-0.110290155875939,-1.14407486634233,0.734022342951773,0.764546287289681,0.597999999999999,3.551,0.047634021455258,0.04522167621838,0.257456095676006,0.583040550037885,1.11264477503618,-0.025842334413098,0.529604224998293,0.608882884450983,LEMC 2202,LEMC 2202,2.01799661178196E+017,75.76583261356,0.0338,42.36240496413,0.0224,0.1171,0.0381,3.0776,0.206,0.136,0.044,-0.155,0.037,1.223,false,15.438108,15.783071,14.758147,1.315,1.024923,0.002915,0.004343,0.006595,6137.494,5172.5757,7348.8447,4500.608,4032.4392,5103.1177,0.250880020022394,
spec-56583-GAC093N22V1_sp01-247.fits.gz,A[e],A0III,yes nii forb,Single Peak; peak above continuum,no,no,no,maybe,no,no,LAMOST J061022.14+203657.1,92.592262,20.615885,A5V,18.2,67.28,91.36,102.44,77.93,06102214+2036573,12.453,12.363,12.288,0.019,0.023,0.021,AAA,222,0,J061022.13+203657.0,12.165,12.192,10.804,7.583,0.026,0.026,,,AAUU,0.441,0.077,13.354,0.049,13.795,0.059,1.3273092592267E+017,1.01394801306725,1.00462714686394,1.34471829961538,-2.58217939741379,-2.77196607040214,-0.023562177463532,0.021260755307435,-0.027000000000001,1.388,0.029832867780353,0.031144823004795,0.119578479857682,1.16900057032296,1.25756788962353,1.07681717863556,0.088567319300575,0.092183391687392,LEMC 1040,LEMC 1040,3.3752048985822E+018,92.59227489851,0.0179,20.61589199309,0.0154,0.5883,0.0211,27.9196,2.81,1.076,0.025,-2.596,0.019,1.557,false,13.30512,13.539894,12.920329,1.184,0.619565,0.002781,0.002913,0.003818,1603.8295,1557.1322,1678.6014,1575.4648,1526.2836,1631.4097,0.113919995784758,
spec-56661-GAC061N34B1_sp15-116.fits.gz,A[e],A0III," yes- nii, sii forb",Single Peak; peak above continuum,no,no,no,yes,maybe,maybe,LAMOST J040657.80+350211.5,61.740848,35.036552,A5V,13.22,63.4,75.3,79.91,44.9,04065780+3502115,13.591,13.436,13.368,0.028,0.039,0.038,AAA,222,0,J040657.80+350211.6,13.342,13.341,12.299,8.901,0.025,0.031,,,AAUU,0.577,0.082,14.541,0.066,15.118,0.048,1.50040617408294E+017,0.767312003266811,0.767312003266811,0.767312003266811,-2.41509372511445,-2.83219480711138,0.069061055634117,0.027332463826859,0.001000000000001,1.042,0.048010415536631,0.054451813560248,0.333762094964421,2.10686984532316,2.23610074675014,1.96992102188972,0.129230901426986,0.136948823433437,LEMC 1090,LEMC 1090,1.71082467393674E+017,61.74082681398,0.0185,35.0365560039,0.0117,0.4488,0.021,21.3189,2.801,2.701,0.026,-0.742,0.017,1.002,false,14.468485,14.726942,14.054839,1.188,0.672103,0.002767,0.003015,0.003876,2017.6248,1927.9569,2090.5723,2022.8569,1938.6555,2122.8218,0.32947999894619,
spec-56687-GAC080N37B2_sp06-194.fits.gz,A[e],A0III,yes-oi forb,Asymmetric Double Peak; peak below continuum,yes,no,no,no,no,no,LAMOST J053016.76+363711.9,82.56984,36.619992,A1V,12.8,56.05,77.96,104.46,82.2,05301676+3637120,12.889,12.596,12.458,0.024,0.018,0.02,AAA,222,0,J053016.76+363711.9,12.307,12.291,12.234,8.665,0.024,0.026,,,AAUU,,,,,,,1.51940825698445E+017,2.16334063901901,2.11010794773102,2.20152607045174,-2.47654544854236,-2.79612827446499,0.050705848429874,0.023342946131991,0.016000000000002,0.056999999999997,0.03,0.026907248094148,,,,,,,LEMC 1201,LEMC 1201,1.83483068768369E+017,82.56982156392,0.0223,36.61998475623,0.0149,0.3708,0.0241,15.3615,2.544,0.887,0.03,-2.384,0.019,1.023,false,14.497865,15.014501,13.799072,1.252,1.215428,0.002768,0.003707,0.003867,2458.1418,2338.5007,2642.5508,2415.0322,2301.2834,2545.574,,
spec-57703-GAC100N07B1_sp12-025.fits.gz,A[e],A0III," yes- nii, sii forb",Single Peak; peak above continuum,maybe,no,maybe,no,yes,yes,LAMOST J064725.38+085554.8,101.85575,8.931895,A5V,5.01,45.26,65.66,84.11,58.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 1431,LEMC 1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57425-GAC067N44B3_sp07-178.fits.gz,A[e],A0III,yes- oi forb,Single Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J043853.67+432338.1,69.72364,43.393931,A1V,8.34,42.56,62.64,70.83,45.37,04385367+4323380,14.538,14.44,14.243,0.031,0.043,0.053,AAA,222,0,J043853.64+432338.2,14.09,14.17,12.51,8.916,0.029,0.052,,,AAUU,,,,,,,1.60070697236473E+017,1.45241192159653,1.45241192159653,1.50722003266811,-2.49484320366011,-2.84211926723875,-0.064670135218811,0.120022168155383,-0.08,1.66,0.053009433122794,0.068249542123006,,,,,,,LEMC 1523,LEMC 1523,2.04725869637734E+017,69.72364169669,0.0314,43.39390287264,0.0202,0.1003,0.0373,2.6849,0.46,0.264,0.045,-0.377,0.037,1.013,false,15.715102,16.042261,15.197702,1.214,0.844559,0.002779,0.003887,0.004102,6198.254,5233.292,7807.0767,5510.9106,4779.165,6552.5376,,
spec-57034-GAC080N33M2_sp05-102.fits.gz,A[e],A0III,yes- nii forb,Single Peak; peak below continuum,no,no,no,no,no,no,LAMOST J052102.47+330815.5,80.260316,33.137651,A5V,3.53,37.27,67.05,84.65,52.39,05210246+3308156,14.778,14.517,14.416,0.035,0.05,0.064,AAA,222,0,J052102.46+330815.3,14.299,14.379,11.794,8.395,0.032,0.059,,,AAUU,,,,,,,1.47760802603226E+017,1.05195760837793,0.959139983665943,1.38418407609463,-2.26835693191259,-2.84740453493057,0.143180747861669,0.045246246755972,-0.08,2.585,0.061032778078669,0.081215762016988,,,,,,,LEMC 1677,LEMC 1677,1.81143166286848E+017,80.26031149639,0.0459,33.13766233548,0.0347,0.3207,0.051,6.294,0.861,0.105,0.057,-0.855,0.041,1.034,false,16.261297,16.735687,15.61992,1.228,1.115768,0.002825,0.00661,0.004318,2861.7458,2501.258,3426.485,2692.8936,2391.5654,3129.1125,,
spec-57745-GAC089S00B1_sp16-185.fits.gz,A[e],A0III," yes- nii, sii forb",Single Peak; peak above continuum,maybe,no,no,yes,yes,yes,LAMOST J055251.77+003222.1,88.215717,0.539487,A1IV,3.58,36.82,74.71,106.5,75.26,05525178+0032221,12.724,12.352,12.181,0.024,0.022,0.027,AAA,222,0,J055251.77+003222.1,12.089,12.059,11.431,8.282,0.023,0.023,,,AAUU,1.097,0.102,15.249,0.095,16.346,0.036,1.08640882157688E+017,2.38414801306725,2.38414801306725,2.38414801306725,-2.35583535382697,-2.8721144351284,0.104975422536468,0.044640155307437,0.029999999999999,0.628000000000002,0.0325576411922,0.034828149534536,0.341225079857682,2.71666603629402,2.79207046403124,2.63865342921759,0.075404427737222,0.078012607076428,LEMC 1691,LEMC 1691,3.21888561247363E+018,88.21574251367,0.0198,0.53948553107,0.0174,0.931,0.0239,39.0235,5.099,-2.747,0.024,4.296,0.021,1.114,false,14.748187,15.450988,13.916295,1.285,1.534693,0.002768,0.003692,0.00391,1032.8328,1007.6567,1057.3683,1029.7374,1002.4423,1054.1248,0.327919995784758,
spec-55940-GAC_103N06_V1_sp02-146.fits.gz,A[e],A0III,yes- nii,Asymmetric Double Peak; peak above continuum,no,no,no,no,no,no,LAMOST J064928.60+045924.5,102.36918,4.990156,A2V,6.99,30.22,39.7,49.93,40.31,06492860+0459246,12.901,12.738,12.648,0.028,0.025,0.027,AAA,222,0,J064928.60+045924.9,12.373,12.347,11.646,8.922,0.024,0.026,0.234,,AABU,,,,,,,1.13981023691459E+017,1.69904801306725,1.69597606699467,1.69904801306725,-2.63554646898668,-2.58844191454873,-0.027293377463532,-4.95446925644072E-05,0.025999999999998,0.701000000000002,0.037536648758247,0.036796738985948,,,,,,,LEMC 1927,LEMC 1927,3.12922617730956E+018,102.36914434043,0.0154,4.99014635536,0.0148,0.2451,0.018,13.5888,0.974,-0.972,0.019,-0.058,0.018,0.93,false,13.937321,14.205675,13.488802,1.203,0.716873,0.00278,0.003783,0.00417,3483.722,3233.923,3809.6328,3427.3438,3205.3137,3602.2288,,
spec-55976-GAC_099N04_V5_sp14-062.fits.gz,A[e],A0III," yes- nii, sii",Single Peak; peak above continuum,no,no,maybe,no,maybe,maybe,LAMOST J063206.51+044755.3,98.027153,4.798717,A5V,3.08,29.91,44.59,84.59,76.35,06320651+0447553,11.97,11.224,10.344,0.024,0.024,0.021,AAA,222,0,J063206.52+044755.3,9.075,8.362,7.03,5.257,0.022,0.02,0.018,0.047,AAAA,0.805,0.541,13.996,0.339,14.8,0.422,1.13750980271669E+017,1.58943195426464,1.57636666886806,1.58943195426464,-0.339848852910808,-0.532697273644919,0.567983621122361,0.795760106423973,0.712999999999999,1.332,0.033941125496954,0.031890437438204,0.301150070498109,1.62536542992312,1.71616384250094,1.53075668515848,0.090798412577822,0.09460874476464,LEMC 1941,LEMC 1941,3.13132438479128E+018,98.02714587232,0.0171,4.79872311281,0.0154,0.6532,0.0184,35.4153,1.641,-1.636,0.021,0.117,0.017,1.059,false,14.006117,14.509237,13.313152,1.253,1.196085,0.027888,0.096188,0.074622,1438.4027,1404.8893,1467.4863,1443.6718,1406.094,1476.6381,0.292280014753342,
spec-56296-GAC096N02V2_sp12-226.fits.gz,A[e],A0III," yes- nii, sii forb",Single Peak; peak above continuum,no,no,maybe,maybe,yes,maybe,LAMOST J063156.03+045953.2,97.983481,4.998126,A1V,3.07,28.35,35.75,47.92,35.58,06315603+0459532,12.426,12.291,12.212,0.024,0.026,0.026,AAA,222,0,J063156.03+045953.2,12.186,12.164,10.773,7.576,0.024,0.026,,,AAUU,,,,,,,1.13990979834628E+017,1.47981589546204,1.47981589546204,1.47981589546204,-2.63634306876702,-2.87517134447436,-0.030739380291749,0.000569757540511,0.021999999999999,1.391,0.035383612025908,0.036769552621701,,,,,,,LEMC 1994,LEMC 1994,3.13138341482178E+018,97.98346238104,0.0131,4.99813676356,0.013,0.6469,0.0158,40.8396,1.769,-1.763,0.015,0.135,0.013,1.003,false,13.303129,13.532968,12.917565,1.187,0.615402,0.002781,0.002887,0.003804,1456.4597,1422.8982,1487.6361,1444.658,1415.1036,1472.8418,,
spec-56600-GAC078N31M1_sp14-136.fits.gz,A[e],A0III,yes- oi forb,Single Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J050655.91+321348.3,76.732959,32.230102,A2V,2.85,25.29,37.35,42.04,25.37,05065590+3213483,15.666,15.325,15.297,0.063,0.1,0.138,AAB,222,0,J050655.92+321348.4,15.491,15.823,12.466,8.636,0.052,0.156,,,ABUU,,,,,,,1.46670767329537E+017,1.39132336566448,1.28798799673319,1.42500794773102,-2.35512737750487,-3.56502211336175,0.185171783045578,-0.045740138380219,-0.332000000000001,3.357,0.118190524154858,0.170423003142182,,,,,,,LEMC 2132,LEMC 2132,1.81553975617137E+017,76.7329625867,0.0652,32.23010296738,0.0329,0.1277,0.0708,1.8053,0.728,0.349,0.092,-0.639,0.054,0.995,false,16.859835,17.203444,16.335384,1.211,0.868059,0.002814,0.006203,0.006612,5335.918,4126.0376,7216.5166,4707.69,4111.7847,5778.6846,,
spec-57399-GAC085N14M1_sp10-083.fits.gz,A[e],A0III," yes- nii, sii forb",Single Peak; peak above continuum,no,no,yes,yes,yes,yes,LAMOST J053501.43+132159.5,83.755981,13.366554,A3IV,5,24.73,31.84,39.35,25.19,05350144+1321596,15.8,15.486,15.649,0.067,0.087,0.188,AAC,222,0,,,,,,,,,,,,,,,,,1.2404083756125E+017,0.767312003266811,0.767312003266811,0.767312003266811,-2.53381466295973,,0.228061055634119,-0.203667536173143,,,0.109808924956034,0.207154531690716,,,,,,,LEMC 2162,LEMC 2162,3.34149761728405E+018,83.75599200383,0.059,13.36654990105,0.0443,0.015,0.0698,0.2145,0.721,0.233,0.069,-0.682,0.048,1.053,false,16.808704,17.080116,16.35906,1.202,0.721056,0.002829,0.00776,0.006156,6698.0977,5031.6387,9303.579,5346.6807,4704.4375,6576.364,,
spec-57660-GAC085N14M1_sp04-083.fits.gz,A[e],A0III," yes- nii, sii forb ",Single Peak; peak above continuum,yes,no,no,yes,yes,maybe,LAMOST J054256.77+134809.1,85.736567,13.802554,A5V,3.6,23.25,36.51,44.17,31.45,05425678+1348091,15.558,15.184,15.123,0.047,0.075,0.135,AAB,222,0,J054256.77+134809.3,15.023,15.169,12.442,8.996,0.04,0.096,,,AAUU,,,,,,,1.24560857365704E+017,1.34279594446421,1.34279594446421,1.34279594446421,-2.2322416718442,-2.97635905496978,0.223606854220007,-0.010168185056601,-0.146000000000001,2.727,0.088509886453435,0.154434452114805,,,,,,,LEMC 2234_1,LEMC 2234,3.34733492451845E+018,85.73655129481,0.0642,13.80254767362,0.0458,0.2495,0.0738,3.3786,0.873,0.865,0.084,0.118,0.052,0.953,false,16.879171,17.289085,16.288363,1.222,1.000723,0.002833,0.007786,0.005599,3543.6597,2774.9036,4527.661,3268.9883,2814.3315,3936.434,,
spec-55984-GAC_099N04_V3_sp14-056.fits.gz,A[e],A0III,yes- sii forb,Single Peak; peak above continuum,no,no,maybe,no,maybe,maybe,LAMOST J063230.79+044550.5,98.128293,4.764054,A5V,2.26,23.22,34.24,60.66,52,06323079+0445505,12.621,12.335,12.206,0.029,0.025,0.027,AAA,222,0,J063230.79+044550.6,12.096,12.112,11.133,5.979,0.022,0.025,0.457,0.094,AACA,0.694,0.105,14.262,0.042,14.956,0.096,1.13710981283197E+017,1.23317996733189,1.23317996733189,1.28798799673319,-2.23346444635116,-2.79548441771077,0.147883843658826,0.063641461731411,-0.016000000000002,0.979000000000001,0.038288379438153,0.036796738985948,0.303081950355791,2.05757406590662,2.2117136993048,1.89216088365804,0.154139633398183,0.165413182248583,LEMC 2236,LEMC 2236,3.13131796381951E+018,98.1282951201,0.0167,4.76405759578,0.017,0.5989,0.0203,29.5409,1.852,0.696,0.019,-1.716,0.019,1.063,false,14.029048,14.444103,13.431657,1.225,1.012446,0.002769,0.003241,0.00385,1572.8666,1522.9525,1618.9503,1546.0192,1505.7719,1604.0586,0.2962000105381,
spec-57652-HD195955N370234B01_sp09-232.fits.gz,A[e],A0III," yes- nii, sii forb",Single Peak; peak above continuum,maybe,no,yes,yes,yes,maybe,LAMOST J200704.15+370656.0,301.767329,37.11556,A5V,3.94,22.78,55.66,74.59,54.5,20070416+3706560,14.438,14.581,13.977,,0.068,,UAU,626,0,,,,,,,,,,,,,,,,,1.52533017673379E+017,1.86573199970722,1.72645198693275,2.0553,-2.34086248451358,,-0.351961983967209,0.505116204015517,,,,,,,,,,,LEMC 2252,LEMC 2252,2.06002901285295E+018,301.76731005353,0.0331,37.11552032667,0.0402,0.3068,0.045,6.8228,2.733,-0.811,0.048,-2.61,0.055,0.927,false,16.653337,17.247334,15.904071,1.259,1.343263,0.002816,0.005412,0.00463,3214.9482,2827.4739,3793.3098,2884.1182,2586.8218,3245.3555,,
spec-57703-GAC100N07B1_sp07-190.fits.gz,A[e],A0III," yes- nii, sii forb",Single Peak; peak above continuum,no,maybe,maybe,yes,yes,yes,LAMOST J064850.26+060047.9,102.20945,6.013318,A6IV,4.13,22.14,24.28,24.67,13.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 2288,LEMC 2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57695-GAC101N09M1_sp08-022.fits.gz,A[e],A0III," yes- nii, sii forb ",Single Peak; peak above continuum,maybe,no,yes,yes,yes,yes,LAMOST J064822.79+091244.7,102.09496,9.21242,A6IV,2.08,22.01,27.11,33.85,21.84,06482279+0912447,15.388,15.228,15.362,0.053,0.091,0.173,AAC,222,0,J064822.80+091244.5,15.181,15.915,12.516,8.843,0.038,0.171,,,ABUU,,,,,,,1.19051020949815E+017,0.493271978765726,0.493271978765726,0.548079967331886,-2.66053921915642,-3.51150015684545,0.104753538378239,-0.160143414874584,-0.734,3.399,0.105309068935206,0.195473783408415,,,,,,,LEMC 2295,LEMC 2295,3.15844081973366E+018,102.09498199426,0.0455,9.21242960787,0.0423,0.3038,0.0516,5.8853,0.93,-0.629,0.058,-0.685,0.046,1.037,false,16.329166,16.587753,15.909858,1.191,0.677896,0.002898,0.007862,0.006481,3029.135,2658.9775,3584.5327,3177.1172,2824.8916,3664.781,,
spec-57703-GAC100N07B1_sp11-213.fits.gz,A[e],A0III,yes- oiii forb,Single Peak; peak above continuum,yes,no,maybe,maybe,maybe,maybe,LAMOST J064241.02+095331.2,100.67093,9.892014,A1V,6.28,21.96,15.69,14.81,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 2297,LEMC 2297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56602-GAC085N33M2_sp02-022.fits.gz,A[e],A0III," yes- nii, sii",Single Peak; peak above continuum,maybe,no,no,maybe,maybe,no,LAMOST J053835.64+313326.2,84.648536,31.557282,A7V,3.86,21.76,43.76,59.87,41.71,05383565+3133262,14.676,14.38,14.195,0.031,0.039,0.06,AAA,222,0,J053835.64+313326.2,14.127,14.225,12.342,8.933,0.031,0.05,,,AAUU,,,,,,,1.45860846485499E+017,1.80866390852928,1.75385596079826,2.54918176994324,-2.29135207260051,-3.00169822415793,0.093429642244718,0.089140812847949,-0.097999999999999,1.883,0.049819674828325,0.071561162651259,,,,,,,LEMC 2309,LEMC 2309,3.44774830066568E+018,84.64853297585,0.0534,31.55729464134,0.0407,0.3855,0.0593,6.5047,1.692,0.845,0.061,-1.466,0.044,1.055,false,16.362694,16.91325,15.646411,1.251,1.266839,0.002814,0.007687,0.005738,2405.4854,2122.8118,2807.4175,2404.5713,2122.633,2635.7808,,
spec-57389-GAC094N12M1_sp14-097.fits.gz,A[e],A0III,yes nii forb,Single Peak; peak above continuum,yes,no,no,yes,maybe,maybe,LAMOST J061045.74+130555.8,92.690617,13.09885,A2V,3.04,21.71,32.53,47.98,35.91,06104575+1305559,15.351,15.117,15.111,0.046,0.077,0.104,AAB,222,0,,,,,,,,,,,,,,,,,1.23710926906539E+017,1.86968696489334,1.86347201960087,1.89087599346638,-2.70641554354506,,0.024595059931944,-0.093093409139345,,,0.089693923985965,0.129402472928457,,,,,,,LEMC 2314,LEMC 2314,3.3440603684361E+018,92.69065803684,0.062,13.09885630487,0.0522,0.1101,0.0713,1.543,0.316,0.308,0.083,-0.071,0.068,1.073,false,16.946306,17.398962,16.313854,1.232,1.085108,0.002954,0.008882,0.007788,5690.4365,4194.6704,8113.6445,4289.8394,3587.7646,5391.9004,,
spec-57305-HD212242N301835B01_sp16-048.fits.gz,A[e],A0III,yes-nii forb,Single Peak; peak above continuum,no,maybe,no,maybe,no,maybe,LAMOST J211639.81+321116.0,319.165895,32.187804,A6V,3.55,21.03,27.72,30.6,16.54,21163983+3211161,15.572,15.138,14.829,0.064,0.085,,AAU,226,0,,,,,,,,,,,,,,,,,1.46623191660126E+017,0.411059975498915,0.274039983665943,0.411059975498915,-1.45446009269472,,0.387961282744123,0.287213821298557,,,0.106400187969759,,,,,,,,LEMC 2349,LEMC 2349,1.85446421582402E+018,319.16599565742,0.0269,32.18778316509,0.0413,0.2336,0.0527,4.428,6.113,-3.834,0.035,-4.762,0.052,0.989,false,16.950066,17.353966,16.37568,1.214,0.978285,0.00279,0.004968,0.00483,3653.3032,3087.6643,4436.03,3396.6165,2855.1614,4001.1306,,
spec-55976-GAC_099N04_V5_sp14-187.fits.gz,A[e],A0III,yes- nii,Single Peak; peak above continuum,no,no,no,yes,no,no,LAMOST J063122.40+044722.8,97.843362,4.789694,A2V,2.1,20.79,29.54,60.35,52.13,06312240+0447229,12.433,12.178,11.984,0.024,0.027,0.026,AAA,222,0,J063122.40+044722.9,11.905,11.914,11.26,7.569,0.024,0.026,,,AAUU,0.704,0.075,14.208,0.027,14.912,0.07,1.13740978433508E+017,3.09665198693275,2.54857201960087,3.16355955061913,-2.71724138387307,-3.00390701518891,-0.091825022536467,0.029877444692562,-0.009000000000002,0.654000000000002,0.036124783736377,0.037483329627983,-0.277638679857682,-1.86160516511196,-0.689982459164468,-2.94384366494143,1.17162270594749,1.08223849982947,LEMC 2358,LEMC 2358,3.13132648503435E+018,97.84335148892,0.5681,4.78969450018,0.5955,-0.0438,0.7925,-0.0553,5.281,3.072,0.705,-4.295,0.629,41.663,false,14.044933,14.390864,13.3423,1.331,1.048564,0.004413,0.003043,0.003888,2675.9087,1507.3805,5154.216,1173.7322,913.3238,1865.8812,-0.294919995784758,
spec-56936-HD202734N382625B01_sp14-120.fits.gz,A[e],A0III," yes- nii, sii",Single Peak; peak above continuum,no,no,maybe,maybe,yes,yes,LAMOST J201610.96+390109.7,304.045683,39.019373,A2V,4.5,19.91,36.57,41.7,35.88,20161096+3901098,12.468,12.163,11.935,0.025,0.024,0.02,AAA,222,0,J201610.97+390109.6,11.737,11.741,9.624,7.938,0.025,0.026,0.232,0.297,AABB,,,,,,,1.54823040456694E+017,2.68933859488964,2.6678156981945,2.71299586279392,-2.46073673477852,-2.81386731667286,0.00379407737236,0.085465054470849,-0.004,2.117,0.034655446902327,0.031240998703627,,,,,,,LEMC 2414,LEMC 2414,2.06209685060886E+018,304.04565784158,0.0133,39.01935991453,0.0131,0.2759,0.016,17.2939,4.993,-2.1,0.016,-4.53,0.016,1.062,false,14.479429,15.100615,13.692359,1.278,1.408256,0.002767,0.003042,0.003842,3313.8838,3161.5808,3495.2354,3297.7817,3076.833,3568.6316,,
